Attaching to docker-jobmanager-1, docker-taskmanager-1, influxdb
docker-jobmanager-1   | Starting Job Manager
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --step-start
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --spike-multiplier
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --spike-duration
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --work-frequency
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     10
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --middle-chunk
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --num-steps
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --wave-frequency
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     0
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     --calibration-type
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -     2
docker-jobmanager-1   | 2026-03-03 10:17:57,806 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] -  Classpath: /opt/flink/lib/flink-cep-1.17.1.jar:/opt/flink/lib/flink-connector-files-1.17.1.jar:/opt/flink/lib/flink-csv-1.17.1.jar:/opt/flink/lib/flink-json-1.17.1.jar:/opt/flink/lib/flink-scala_2.12-1.17.1.jar:/opt/flink/lib/flink-table-api-java-uber-1.17.1.jar:/opt/flink/lib/flink-table-planner-loader-1.17.1.jar:/opt/flink/lib/flink-table-runtime-1.17.1.jar:/opt/flink/lib/log4j-1.2-api-2.17.1.jar:/opt/flink/lib/log4j-api-2.17.1.jar:/opt/flink/lib/log4j-core-2.17.1.jar:/opt/flink/lib/log4j-slf4j-impl-2.17.1.jar:/opt/flink/lib/flink-dist-1.17.1.jar::::
docker-jobmanager-1   | 2026-03-03 10:17:57,809 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - --------------------------------------------------------------------------------
docker-jobmanager-1   | 2026-03-03 10:17:57,809 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - Registered UNIX signal handlers for [TERM, HUP, INT]
docker-jobmanager-1   | 2026-03-03 10:17:57,820 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: blob.server.port, 6124
docker-jobmanager-1   | 2026-03-03 10:17:57,820 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.interval, 500 ms
docker-jobmanager-1   | 2026-03-03 10:17:57,820 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.host, metri
docker-jobmanager-1   | 2026-03-03 10:17:57,821 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.system-resource-probing-interval, 500
docker-jobmanager-1   | 2026-03-03 10:17:57,821 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: jobmanager.execution.failover-strategy, region
docker-jobmanager-1   | 2026-03-03 10:17:57,821 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.network.memory.max-overdraft-buffers-per-gate, 0
docker-jobmanager-1   | 2026-03-03 10:17:57,821 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: jobmanager.rpc.address, jobmanager
docker-jobmanager-1   | 2026-03-03 10:17:57,821 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: execution.buffer-timeout.interval, 0 ms
docker-jobmanager-1   | 2026-03-03 10:17:57,821 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.password, ******
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: query.server.port, 6125
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.db, flink
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: jobmanager.bind-host, 0.0.0.0
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.connectTimeout, 60000
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: parallelism.default, 1
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.numberOfTaskSlots, 1
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.memory.process.size, 1728m
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.network.memory.floating-buffers-per-gate, 8
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.bind-host, 0.0.0.0
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.memory.segment-size, 32 kb
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.username, flink-metrics
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.scheme, http
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.network.memory.buffers-per-channel, 2
docker-jobmanager-1   | 2026-03-03 10:17:57,822 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: jobmanager.memory.process.size, 1600m
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: jobmanager.rpc.port, 6123
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: rest.bind-address, 0.0.0.0
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.port, 8086
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.retentionPolicy, autogen
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: taskmanager.network.detailed-metrics, true
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.writeTimeout, 60000
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: rest.address, jobmanager
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.consistency, ANY
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading configuration property: metrics.reporter.influxdb.factory.class, org.apache.flink.metrics.influxdb.InfluxdbReporterFactory
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading dynamic configuration property: jobmanager.memory.off-heap.size, 134217728b
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading dynamic configuration property: jobmanager.memory.jvm-overhead.min, 201326592b
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading dynamic configuration property: jobmanager.memory.jvm-metaspace.size, 268435456b
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading dynamic configuration property: jobmanager.memory.heap.size, 1073741824b
docker-jobmanager-1   | 2026-03-03 10:17:57,823 INFO  org.apache.flink.configuration.GlobalConfiguration           [] - Loading dynamic configuration property: jobmanager.memory.jvm-overhead.max, 201326592b
docker-jobmanager-1   | 2026-03-03 10:17:57,908 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - Starting StandaloneApplicationClusterEntryPoint.
docker-jobmanager-1   | 2026-03-03 10:17:57,916 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - Install default filesystem.
docker-jobmanager-1   | 2026-03-03 10:17:57,918 INFO  org.apache.flink.core.fs.FileSystem                          [] - Hadoop is not in the classpath/dependencies. The extended set of supported File Systems via Hadoop is not available.
docker-jobmanager-1   | 2026-03-03 10:17:57,932 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-slf4j
docker-jobmanager-1   | 2026-03-03 10:17:57,936 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-influx
docker-jobmanager-1   | 2026-03-03 10:17:57,936 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-prometheus
docker-jobmanager-1   | 2026-03-03 10:17:57,937 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-datadog
docker-jobmanager-1   | 2026-03-03 10:17:57,937 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: external-resource-gpu
docker-jobmanager-1   | 2026-03-03 10:17:57,937 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-statsd
docker-jobmanager-1   | 2026-03-03 10:17:57,937 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-graphite
docker-jobmanager-1   | 2026-03-03 10:17:57,937 INFO  org.apache.flink.core.plugin.DefaultPluginManager            [] - Plugin loader with ID not found, creating it: metrics-jmx
docker-jobmanager-1   | 2026-03-03 10:17:57,948 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - Install security context.
docker-jobmanager-1   | 2026-03-03 10:17:57,956 INFO  org.apache.flink.runtime.security.modules.HadoopModuleFactory [] - Cannot create Hadoop Security Module because Hadoop cannot be found in the Classpath.
docker-jobmanager-1   | 2026-03-03 10:17:57,959 INFO  org.apache.flink.runtime.security.modules.JaasModule         [] - Jaas file will be created as /tmp/jaas-8113504083708596866.conf.
docker-jobmanager-1   | 2026-03-03 10:17:57,962 INFO  org.apache.flink.runtime.security.contexts.HadoopSecurityContextFactory [] - Cannot install HadoopSecurityContext because Hadoop cannot be found in the Classpath.
docker-jobmanager-1   | 2026-03-03 10:17:57,963 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - Initializing cluster services.
docker-jobmanager-1   | 2026-03-03 10:17:57,965 INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint        [] - Using working directory: WorkingDirectory(/tmp/jm_2bcea7b0e8f6fe186a082ab2ac345ab9).
influxdb              | /init-influxdb.sh: ignoring /docker-entrypoint-initdb.d/*
influxdb              | 
influxdb              | 
docker-taskmanager-1  | 2026-03-03 10:17:58,147 INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner      [] - --------------------------------------------------------------------------------
docker-taskmanager-1  | 2026-03-03 10:17:58,148 INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner      [] -  Preconfiguration: 
docker-taskmanager-1  | 2026-03-03 10:17:58,148 INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner      [] - 
docker-taskmanager-1  | 
docker-taskmanager-1  | 
docker-taskmanager-1  | RESOURCE_PARAMS extraction logs:
docker-taskmanager-1  | jvm_params: -Xmx536870902 -Xms536870902 -XX:MaxDirectMemorySize=268435458 -XX:MaxMetaspaceSize=268435456
